student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json
66,, 20 ,Male,ninety,1149895033,North Markbury,   nrichard@carney.com  ,2012.03.29,data_sciense,99,inactive,four point five,average,"274,00",2016-12-24T09:42:22,"67890 Conrad Walks, East Tannermouth","{'hobbies': ['shake', 'behind'], 'skills': {'tech': {'python': 3, 'excel': 4, 'sql': 5}, 'soft': ['what', 'happy']}, 'family': {'siblings': 5, 'income': {'father': 1227, 'mother': 564}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}"
67,Ashley Mills,,Female,ninety,,Youngside,someonegmail.com,2012.07.27,ds,,pending,,excellent,276 USD,1991-06-04T04:44:47,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""share"", ""fly""], ""skills"": {""tech"": {""python"": 2, ""excel"": 5, ""sql"": 3}, ""soft"": [""floor"", ""question""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1427, ""mother"": 1378}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}"
68,John Rosario ,18,female,82,(759)089-5599x29289,Belindabury,,1971-07-20T08:45:22,data-sciens,,inactive,-2,good,190 USD,1990-08-02T14:57:53,"Apartment 1, North Adammouth district, Tashkent, UZ, 100059","{'hobbies': ['result', 'current'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 4}, 'soft': ['return', 'address']}, 'family': {'siblings': 5, 'income': {'father': 1037, 'mother': 1043}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]}"
69,,21,,,,Jenniferfort,appear,1617174817,data science,109,inactive,,average,209.0,2001/08/11,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
70,,18 years,FEMALE,66,977-328-5987x96579,Lake Josephville,   nathaniel54@lloyd.biz  ,31/10/2002 12:03 PM,data-sciens,110%,pending,four point five,  excellent  ,88.0,13/06/2012 07:49 PM,"Port Lisa 17-kv, dom 46, Tashkent","{'hobbies': ['ahead', 'force'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 1}, 'soft': ['where', 'responsibility']}, 'family': {'siblings': 5, 'income': {'father': 658, 'mother': 561}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}"
71,Robert Hayes,,MALE,,(780)408-5623x62942,Tabithafurt,teresa05@collins.biz,1638468332,PYTHNO,63,pending,,  excellent  ,"103,00",1996.09.27,"Benitezmouth 14-kv, dom 38, Tashkent","{""hobbies"": [""lead"", ""toward""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 3}, ""soft"": [""through"", ""water""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 494, ""mother"": 1415}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}"
72,William Weiss ,,femlae,78,336.187.5307,Williamfort,someonegmail.com,1652261325,Data Science,,active,15.5,,"57,00",1977.11.15,"313 Ayala Point, East Nicholas",INVALID_JSON_DATA
73,,18 years,FEMALE,ninety,,Smithville,   scampbell@mendez.biz  ,1993-12-18,d.s.,,inactive,3.19,good,117 USD,2001.05.06,"BROKEN,ADDRESS,DATA,,,","{hobbies:['majority', 'week']}"
74,Brandi Reed,18 years,Male,ninety,,Port Randallberg,stacy11@@yahoo.com,1990/09/05,python,89,pending,"3,7",excellent,USD 176,2013-07-28T22:26:51,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
75,,22,FEMALE,98,001-993-695-0828,East Shelly,   lsmith@gmail.com  ,1678071675,d.s.,,active,2.71,average,$200,03/02/2006 10:39 AM,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""dark"", ""exist""], ""skills"": {""tech"": {""python"": 5, ""excel"": 1, ""sql"": 4}, ""soft"": [""store"", ""position""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 294, ""mother"": 207}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}"
76,Anthony Hendricks ,,,,+1-795-616-6147x591,Figueroamouth,,2000.07.19,Data Science,110%,inactive,,,$117,1681437722,UZ 100760 Tashkent Millermouth,"{hobbies:['particular', 'lead']}"
77,Alexa Sanders,21,MALE,73,347-747-5643,Lake Randymouth,johnsonchelsea@yahoo.com,1986-12-20,DATA SCIENCE,,active,0,  excellent  ,"256,00",2021-07-18,"034 Cooley Way, East Ian",INVALID_JSON_DATA
78,,18,male,95,,Romeroville,?ali@@gmail..com,25/12/2017 12:00 PM,PYTHNO,,active,four point five,good,217.0,1989/02/04,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
79,Garrett Taylor ,twenty,fmale,,001-768-865-5394x29066,Martinezfort,,2005-11-18T17:34:28,ds,89,active,0,  excellent  ,225.0,11/07/1974 04:09 PM,UZ 100510 Tashkent Andrewmouth,INVALID_JSON_DATA
80,Brandy Gray,19,MALE,ninety,+1-294-780-6766x42283,Andrewborough,ballen@barber-saunders.com,1986-04-11,data science,105,active,4.49,average,$266,2025-07-12,UZ 100622 Tashkent Aarontown,"{hobbies:['back', 'carry']}"
81,Donna Scott ,19,FEMALE,,+1-607-536-6003x596,Lake Timfort,alicia71@robles.com,1996-11-30T17:12:35,ds,110%,active,-2,  excellent  ,65.0,29/03/2015 06:51 PM,UZ 100720 Tashkent Lake Hollytown,"{hobbies:['participant', 'spring']}"
82,Karen Baker MD ,,Female,60,,Kristinabury,paul48@brown.com,1974/09/10,Data Science,110%,active,"3,7",average,68.0,1672074020,UZ 100855 Tashkent Lake Tyler,"{'hobbies': ['garden', 'possible'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 4}, 'soft': ['after', 'similar']}, 'family': {'siblings': 4, 'income': {'father': 349, 'mother': 536}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
83,,18,femlae,ninety,976-833-8760x7654,Ayershaven,someonegmail.com,1995-04-15T05:21:46,ds,102,inactive,15.5,good,172,2000/09/03,"Apartment 18, Tarafurt district, Tashkent, UZ, 100739","{'hobbies': ['actually', 'commercial'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 5}, 'soft': ['example', 'defense']}, 'family': {'siblings': 1, 'income': {'father': 1111, 'mother': 456}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}"
84,Michael Jenkins ,18,Female,68,864.413.5870x913,New Brenda,mcolon@gmail.com,2002.11.25,ds,110%,inactive,-2,average,USD 284,2008.04.09,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['collection', 'single'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 1}, 'soft': ['expect', 'fall']}, 'family': {'siblings': 5, 'income': {'father': 675, 'mother': 1465}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}"
85,,21,MALE,75,001-092-547-7688x44761,New Nicoleside,someonegmail.com,10/08/1996 09:47 PM,data science,,inactive,-2,  excellent  ,"95,00",1994-05-31,"33084 Williams Point, Jesusborough","{hobbies:['trial', 'place']}"
86,Mario Ramirez,22,,ninety,,Deannachester,zford@@parker.info,1650662590,PYTHNO,110%,pending,0,,"111,00",1984-03-09T07:06:32,"BROKEN,ADDRESS,DATA,,,","{hobbies:['buy', 'now']}"
87,Kyle Doyle,twenty,femlae,,,Powersland,?ali@@gmail..com,2001-11-27,data science,,inactive,,,66 USD,2016-05-02,"South Jacobview 25-kv, dom 42, Tashkent","{'hobbies': ['example', 'break'], 'skills': {'tech': {'python': 3, 'excel': 4, 'sql': 3}, 'soft': ['PM', 'structure']}, 'family': {'siblings': 4, 'income': {'father': 491, 'mother': 426}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}"
88,Hannah Montes,21,,,,South Thomas,,2008-07-18T06:10:35,PYTHNO,68,active,3.81,,110.0,1643582387,UZ 100240 Tashkent Charlesshire,"{'hobbies': ['dream', 'forward'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 2}, 'soft': ['like', 'clear']}, 'family': {'siblings': 5, 'income': {'father': 626, 'mother': 1045}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}"
89,James Weaver ,22,Female,,480-026-9976,West Jonathan,?ali@@gmail..com,2000-04-09T11:39:29,python,110%,pending,,,149 USD,1645284067,"Apartment 8, South Christina district, Tashkent, UZ, 100031","{'hobbies': ['anything', 'catch'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 2}, 'soft': ['like', 'how']}, 'family': {'siblings': 4, 'income': {'father': 503, 'mother': 394}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}"
90,Johnny Nguyen ,20,MALE,,,West Henrymouth,   sherrimanning@gmail.com  ,2004.08.30,PYTHNO,,inactive,four point five,  excellent  ,$288,2003-03-15T05:06:48,"BROKEN,ADDRESS,DATA,,,","{hobbies:['water', 'hot']}"
91,Barry Cooper,,femlae,82,001-676-017-8005,Georgeshire,full,2018-05-23,PYTHNO,,active,2.48,  excellent  ,283.0,1997-11-24,"Apartment 15, North Nicholas district, Tashkent, UZ, 100716",INVALID_JSON_DATA
92,Peter Rogers,18,female,,,Tonytown,?ali@@gmail..com,22/12/1971 09:02 PM,PYTHNO,,active,four point five,  excellent  ,USD 260,1997/07/15,"East Joshuaton 6-kv, dom 44, Tashkent",INVALID_JSON_DATA
93,Samantha Garcia,twenty,femlae,,,Port Jeremyburgh,?ali@@gmail..com,1691418138,Data Science,89,pending,,  excellent  ,195.0,2017/01/31,"BROKEN,ADDRESS,DATA,,,","{hobbies:['doctor', 'set']}"
94,,21,fmale,,,West Bryanburgh,someonegmail.com,2015/09/14,d.s.,110%,pending,3.72,good,USD 51,1995/10/29,"3646 Micheal Place, Port Douglas","{'hobbies': ['fly', 'me'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 3}, 'soft': ['ago', 'per']}, 'family': {'siblings': 2, 'income': {'father': 1215, 'mother': 272}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}"
95,,19,MALE,82,,Leechester,senior,2012.11.23,data science,,pending,4.44,good,USD 144,1987-03-21T11:08:51,"BROKEN,ADDRESS,DATA,,,","{hobbies:['avoid', 'consumer']}"
96,Joel Cantrell ,18,FEMALE,91,699-868-7229x572,Duncanshire,john55@cox-horne.org,1984-10-14,d.s.,110%,inactive,15.5,average,295,1971/02/21,"902 Wiggins Mill, East Susan","{""hobbies"": [""skill"", ""continue""], ""skills"": {""tech"": {""python"": 1, ""excel"": 5, ""sql"": 4}, ""soft"": [""actually"", ""condition""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 1454, ""mother"": 391}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}"
97,,19,femlae,,,Port Donald,,17/11/1985 11:43 AM,Pyhton,,pending,"3,7",  excellent  ,$106,1973-10-17T05:45:10,UZ 100535 Tashkent South Jasonfurt,"{hobbies:['throw', 'security']}"
98,Kathy Massey,twenty,Female,,001-943-484-4684x408,Eddiefort,kathrynsmith@@brown-davis.com,22/04/1978 07:43 AM,data-sciens,110%,inactive,"3,7",average,$251,2002.05.04,UZ 100126 Tashkent South Teresafurt,INVALID_JSON_DATA
99,Christopher Williams,22,male,,+1-136-313-7124,Meganfort,bbaker@@gmail.com,1652710524,data_sciense,110%,active,-2,average,265 USD,1992/01/07,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['never', 'agent'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 3}, 'soft': ['necessary', 'billion']}, 'family': {'siblings': 2, 'income': {'father': 1201, 'mother': 1493}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}"
100,,18 years,femlae,91,+1-211-768-8641x32941,West Jacqueline,?ali@@gmail..com,1693701806,data_sciense,114,pending,"3,7",  excellent  ,USD 145,1618051817,UZ 100196 Tashkent West Dawnport,"{'hobbies': ['Mrs', 'director'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 2}, 'soft': ['need', 'relationship']}, 'family': {'siblings': 4, 'income': {'father': 281, 'mother': 791}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}"
101,Sharon Rodriguez,18,Male,93,,Tammytown,,1990-05-01T02:46:14,d.s.,110%,pending,four point five,  excellent  ,USD 169,18/11/2009 03:15 AM,"4414 Jessica Mountains Apt. 231, Evansfort","{'hobbies': ['watch', 'movement'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 4}, 'soft': ['morning', 'garden']}, 'family': {'siblings': 3, 'income': {'father': 1483, 'mother': 283}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
102,Gary Allison ,18 years,femlae,,052.639.0071x28211,Michaelmouth,renee09@@jones.org,1985-09-26T10:21:00,python,110%,pending,-2,good,"261,00",2007-12-22T20:55:40,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['always', 'wife'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 1}, 'soft': ['several', 'federal']}, 'family': {'siblings': 5, 'income': {'father': 744, 'mother': 1338}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}"
103,Barbara Goodman ,twenty,Female,ninety,,West Sergiochester,   emilycarson@hotmail.com  ,1686672980,ds,,pending,0,  excellent  ,USD 189,1986-05-30,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""final"", ""son""], ""skills"": {""tech"": {""python"": 5, ""excel"": 5, ""sql"": 4}, ""soft"": [""process"", ""include""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1376, ""mother"": 1070}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}"
104,Melissa Crane,20,Female,81,409-036-3015,Colemanland,brownmicheal@@taylor.com,1970/12/20,PYTHNO,,active,15.5,good,USD 198,04/12/2004 11:36 PM,UZ 100349 Tashkent New Heather,"{'hobbies': ['none', 'child'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 4}, 'soft': ['community', 'sound']}, 'family': {'siblings': 1, 'income': {'father': 361, 'mother': 403}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}"
105,,19,female,77,,Lake Jerry,davidsavage@yahoo.com,1612422970,PYTHNO,,inactive,-2,average,85,1632573013,"West Billy 17-kv, dom 10, Tashkent","{'hobbies': ['plan', 'why'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 4}, 'soft': ['administration', 'the']}, 'family': {'siblings': 3, 'income': {'father': 282, 'mother': 598}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
106,Jeanette Harmon , 20 ,femlae,81,2956182527,Bowerschester,olsonkathy@@gmail.com,1606549307,Data Science,82,active,-2,  excellent  ,"235,00",1628801745,"Apartment 32, Port Kyleburgh district, Tashkent, UZ, 100452","{hobbies:['on', 'interesting']}"
107,, 20 ,FEMALE,89,,Port Bonniestad,   christinaclark@hotmail.com  ,1982-02-17,data-sciens,,inactive,four point five,  excellent  ,USD 192,1686025773,"New Amber 19-kv, dom 4, Tashkent",INVALID_JSON_DATA
108,Jennifer Phelps ,21,Female,ninety,313.992.0889x0335,Toddstad,bcastro@@davis.com,27/03/1997 08:53 PM,Pyhton,,inactive,-2,good,"183,00",1972-01-20T22:38:21,"30197 Mary Fork, South Brittany",INVALID_JSON_DATA
109,Toni Mcdonald,22,femlae,61,(362)522-6895x12037,New Paulton,?ali@@gmail..com,1982/01/02,data-sciens,120,pending,"3,7",  excellent  ,220.0,2018-02-18,UZ 100223 Tashkent Port David,"{hobbies:['possible', 'book']}"
110,,19,male,,661-235-1246x57244,West Justinborough,jenniferyoung@@craig-potter.com,1990/07/16,data science,,inactive,3.19,good,210 USD,1993.07.15,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
111,Justin Bell ,21,male,70,502.707.7552x635,Fullerland,?ali@@gmail..com,2011-06-29T05:58:09,python,,inactive,four point five,good,$252,07/05/2021 08:20 PM,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['despite', 'result'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 4}, 'soft': ['sound', 'until']}, 'family': {'siblings': 1, 'income': {'father': 1321, 'mother': 825}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}"
112,, 20 ,FEMALE,81,,New Emilytown,floresmegan@@hotmail.com,1606612976,data_sciense,110%,pending,3.56,good,200 USD,2020-06-15,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['song', 'chance'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 3}, 'soft': ['concern', 'evidence']}, 'family': {'siblings': 5, 'income': {'father': 1473, 'mother': 226}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
113,Joseph Burton ,21,,ninety,,East Saraville,   shannon36@york-vargas.com  ,18/02/1989 05:14 AM,data science,103,pending,,good,"270,00",1984.08.15,"Apartment 19, Scotthaven district, Tashkent, UZ, 100170","{""hobbies"": [""he"", ""magazine""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 3}, ""soft"": [""resource"", ""late""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 945, ""mother"": 632}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}"
114,,22,,78,540-492-9940x176,Hallton,?ali@@gmail..com,17/01/1982 06:40 AM,data science,102,inactive,3.72,,289 USD,2005/07/24,UZ 100075 Tashkent Boothtown,"{'hobbies': ['degree', 'two'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 1}, 'soft': ['front', 'change']}, 'family': {'siblings': 2, 'income': {'father': 1402, 'mother': 1448}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}"
115,Thomas Meyer,20,FEMALE,76,,East Robert,   pparker@peters-hall.com  ,2004.06.19,Pyhton,110%,pending,0,,148 USD,1993-12-03T04:42:51,"Apartment 5, Fosterside district, Tashkent, UZ, 100730",INVALID_JSON_DATA
116,Susan Bowen, 20 ,female,50,3063198751,Port Traceyton,someonegmail.com,1639742411,ds,110%,pending,four point five,  excellent  ,USD 170,2018-04-19T07:18:46,"9072 Pratt Summit Suite 990, South Jason","{'hobbies': ['send', 'parent'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 2}, 'soft': ['care', 'fly']}, 'family': {'siblings': 3, 'income': {'father': 330, 'mother': 788}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}"
117,Richard Burton,21,,ninety,,Catherineview,david83@@leon.com,1978/06/06,PYTHNO,105,inactive,15.5,good,"172,00",2021-07-25,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['although', 'at'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 4}, 'soft': ['simple', 'fire']}, 'family': {'siblings': 1, 'income': {'father': 993, 'mother': 869}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}"
118,Andrew Taylor ,,,80,844-841-3465x66078,Marvinmouth,someonegmail.com,2010/06/30,python,110%,pending,15.5,,79 USD,1611585910,"392 Christopher Center, Port Lindseyfort","{'hobbies': ['research', 'keep'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 3}, 'soft': ['recently', 'her']}, 'family': {'siblings': 4, 'income': {'father': 1157, 'mother': 606}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
119,,22,FEMALE,,+1-621-354-6546x35098,Port Andrew,sharonbrooks@hotmail.com,1995-01-18,python,110%,active,0,  excellent  ,61,1602413174,"Barryborough 13-kv, dom 6, Tashkent","{'hobbies': ['think', 'establish'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 2}, 'soft': ['stop', 'modern']}, 'family': {'siblings': 2, 'income': {'father': 335, 'mother': 1288}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]}"
120,Raymond Stewart ,18 years,,76,,Alexanderhaven,reality,01/01/2015 07:00 PM,ds,,active,four point five,good,"73,00",1990-08-02,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['loss', 'own'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 5}, 'soft': ['foot', 'town']}, 'family': {'siblings': 5, 'income': {'father': 593, 'mother': 527}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}"
121,Andrew Mcdowell,18,,,651-907-3802x97460,Isaacshire,,2022.10.05,Data Science,110%,pending,-2,,194.0,1970-06-16,"BROKEN,ADDRESS,DATA,,,","{hobbies:['together', 'sea']}"
122,Glenn Jordan,21,female,ninety,246.161.8310,Jonesbury,someonegmail.com,08/05/1975 02:03 PM,data_sciense,110%,inactive,1.55,,$152,1970-05-11,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['manage', 'senior'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 3}, 'soft': ['artist', 'bit']}, 'family': {'siblings': 4, 'income': {'father': 1201, 'mother': 902}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}"
123,Chelsea Thomas ,18,fmale,71,,New Hayleymouth,someonegmail.com,1973-06-16,ds,,pending,four point five,good,58,1979.02.26,"55540 Wilson Islands, West Steventon",INVALID_JSON_DATA
124,,twenty,Male,,,Lake Denisemouth,villatheresa@@fisher-jones.com,1994/04/23,Data Science,,pending,-2,average,199,2024-11-01,"East Andrewshire 1-kv, dom 31, Tashkent",INVALID_JSON_DATA
